,,,Specifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xdim,32,Ydim,32,Xpos,0,Ypos,0,Rows,13,Columns,212,Buttons,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG,,EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,,,,,BB,BQ,BQ,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,BQC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,BB,BB,BB,BQC,,,,,,,,,,,,,,,BQM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BY,BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,BQC,,,,,,BB,BQM,BB,BQC,BB,,,,,,,,,,,,,,,,,,,,,,BP,,,,,,,,,,BP,,,,,,BQH,,,,,,,,,,,,,,BB,BQM,BB,,,,,,,,,,,,,,,,,BBC10,,,,,,BB,BBS,,,,,BQC,,,BQC,,,BQC,,,,,,BB,,,,,,,,,,,,,,,,,BY,,,BY,,,,,,,,,,,,,,BY,BY,,,BY,,,,,Z1,,,,BB,BB,BQC,BB,,,,,,,,,,,,BY,BYZ,BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIP,,,,,,,,BPM,,,,,,,,,,BPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BY,BY,,,BY,BY,,,,,,,,,,,,BY,BYZ,BY,,,BY,BY,,,,,,,,,,,,,,,,,,,,,,BY,BYZ,BYZ,BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPM,,,,,,,,BPM,,,,,,,,,,BPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BY,BYZ,BY,,,BY,BYZ,BY,,,,,,,,,,BY,BYZ,BYZ,BY,,,BY,BYZ,BY,,,,,,,,,,,,,,,,,,,,BY,BYZ,BYZ,BYZ,BY,,,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,M,,,,,,,,,,,,ER,,,,,,EG,,,BWU1,,,EG,,,,,,,BPB,,,EG,,,,,BPB,,,EG,,,,EG,,,BPB,,,,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EG,,EG,,,,,,,,EK,,,,,,,EG,EG,,,,,,,,,EG,EG,,,EG,EG,,,,,BY,BY,BYZ,BY,,,BY,BYZ,BYZ,BY,,CC,,,,,,BY,BYZ,BYZ,BYZ,BY,,,BY,BYZ,BYZ,BY,,BP,,,,,,,,,EG,EG,,,,BP,,BY,BYZ,BYZ,BYZ,BYZ,BY,,,,BY,,,,,,,,,,,,,,,,,,,,,,,,,,
BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BF,BF,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BF,BF,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,,,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,,,,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BFZ,BF,BF,BFZ,BF,BF,BFZ,BFZ,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BF,BFZ,BFZ,BFZ,BFZ,BF,,,BF,BFZ,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF,BF
BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BF,,,BF,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BF,,,,BF,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BF,,,BF,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ,BFZ
